code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100299.OF,基金299,行业ETF,0.005284045168293279,337710896.41140586,2021-11-08,1.0,0.1483813956029736,1.0,0.5434576096472334
100127.OF,基金127,债券,0.0037429262212829266,2174505592.9430146,2022-08-29,1.0,0.14523344525925053,1.0,0.5428214483335186
100296.OF,基金296,被动指数,0.002951684816154763,333493714.53216755,2022-05-07,1.0,0.14445482412876998,1.0,0.5427461102754001
100017.OF,基金17,主动权益,0.0019759396024252524,454048653.26051384,2019-08-24,1.0,0.13494812208053514,1.0,0.5400892487036756
100264.OF,基金264,债券,0.0036923439724708346,2019553643.7577221,2021-09-16,1.0,0.1403357191757998,0.9526711514988414,0.53662936210813
100140.OF,基金140,被动指数,0.0070371880367385954,668258502.7876236,2023-12-13,1.0,0.136985106948518,0.9490076731100333,0.5345888617882111
100088.OF,基金88,被动指数,0.000977454823950491,984878347.3202293,2017-12-15,1.0,0.14238322615760507,0.9148679203751857,0.53400626892001
100112.OF,基金112,债券,0.006439645041492148,640106492.984505,2017-03-16,1.0,0.10661087418735023,1.0,0.5306953332479066
100262.OF,基金262,被动指数,0.005169861915608491,623361500.4969063,2022-11-29,1.0,0.10251330083935313,1.0,0.5297200178686843
100269.OF,基金269,主动权益,0.0020749690425729793,4103724251.170898,2021-08-09,1.0,0.12154600206187562,0.9349920372520102,0.5295480105352491
100230.OF,基金230,行业ETF,0.00769151423627203,1941828045.3863864,2021-05-08,1.0,0.12272427566209647,0.9339445671750816,0.5286734365688827
100228.OF,基金228,主动权益,0.007350998216788573,1413505132.7681146,2021-09-26,1.0,0.14407516529057735,0.8664113595759649,0.528393485901412
100231.OF,基金231,被动指数,0.006798575088300847,541107329.606495,2017-10-24,1.0,0.14079520572851395,0.8660225124681336,0.5274810979477074
100001.OF,基金1,主动权益,0.0038981398939691926,1026721806.3751513,2021-09-13,1.0,0.14566347323524526,0.8425745683667154,0.5271768708284513
100280.OF,基金280,主动权益,0.002356667439692498,5629784263.165409,2021-06-22,1.0,0.10762936990132786,0.9486977731499525,0.5266872547974552
100089.OF,基金89,主动权益,0.0031604698751246958,4279921029.88309,2022-01-03,1.0,0.12803535663236476,0.8779889952153874,0.5255774125362233
100297.OF,基金297,行业ETF,0.0048227658158873565,925407252.7581954,2018-10-27,1.0,0.09865168178451823,0.9335829665133615,0.5219892480235142
100213.OF,基金213,行业ETF,0.0015385813453566443,1350725635.411061,2017-09-21,1.0,0.13767553749332434,0.8038989377388148,0.5213848387528075
100193.OF,基金193,被动指数,0.005916601596479478,466207200.6210652,2018-08-22,1.0,0.10296905198163504,0.9138161493384218,0.5210890102090369
100289.OF,基金289,被动指数,0.0037790038830076123,868112209.5060893,2019-01-25,1.0,0.11951278671737679,0.8529623204186866,0.5203942672804802
100190.OF,基金190,债券,0.0018096756942315988,1317508262.9240932,2023-11-14,1.0,0.09950348812731753,0.9085327846594744,0.5203423897652965
100267.OF,基金267,行业ETF,0.0071792645230357045,1082968885.7144892,2023-01-26,1.0,0.10470258590943453,0.9001959797257187,0.5199945208407951
100278.OF,基金278,行业ETF,0.003513018274178863,5479856786.365623,2023-05-29,1.0,0.08085932732592908,0.962675589971832,0.5198227535401262
100117.OF,基金117,主动权益,0.00355869240920859,1457603825.7868304,2021-09-24,1.0,0.09693806019350822,0.9130854600824033,0.5196782255844512
100229.OF,基金229,被动指数,0.005966196207510564,1079867595.6853535,2022-06-20,1.0,0.07096025571179372,0.9957879910735803,0.519673636579394
100207.OF,基金207,主动权益,0.002102438268765261,1955160853.7224286,2021-09-18,1.0,0.11502125505456713,0.855268658537029,0.51961275471632
100143.OF,基金143,主动权益,0.0018176973615532232,624812845.5549405,2019-09-27,1.0,0.12491978569274405,0.8227498458211621,0.5193873808176288
100202.OF,基金202,被动指数,0.0012740990849121015,1158107571.3089533,2021-07-27,1.0,0.08147617415208964,0.9384776451782465,0.5180357969464691
100053.OF,基金53,行业ETF,0.00832740825603986,541587471.5116656,2017-03-19,1.0,0.06876505313186117,0.9872755710314207,0.5176915913914926
