code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100010.OF,基金10,被动指数,0.009340071488072116,665974726.5270762,2023-08-25,1.0,0.1425791794753038,0.9890416758649272,0.5398099071314695
100148.OF,基金148,主动权益,0.0023692154991418416,1103174461.4430196,2021-10-08,1.0,0.12729034366087344,1.0,0.5377132599984337
100195.OF,基金195,被动指数,0.00397225357774622,527148573.9212116,2022-06-17,1.0,0.1481376714305669,0.9387020369860258,0.5375170544122234
100164.OF,基金164,被动指数,0.004256792085269615,5707282806.552102,2021-09-14,1.0,0.1330988484699666,0.9771650173980463,0.5367947978637407
100067.OF,基金67,被动指数,0.0051394079417807935,1879635346.9739757,2019-04-29,1.0,0.12455179999451695,1.0,0.5363376584099989
100166.OF,基金166,被动指数,0.0014496852225240968,1077330854.3610497,2023-11-26,1.0,0.11295908959998673,0.9999241108290479,0.533590200918396
100237.OF,基金237,债券,0.002083465054164505,1287964200.8654191,2023-07-16,1.0,0.12335995641077784,0.9661570192020142,0.5332069958326019
100192.OF,基金192,主动权益,0.004184503170202415,883892741.7017325,2021-04-30,1.0,0.12194226860029779,0.9617232538327142,0.5319181053293203
100061.OF,基金61,行业ETF,0.005187644548119434,4666070674.65268,2020-05-07,1.0,0.12755251254951272,0.9298301791752718,0.5302112427727571
100002.OF,基金2,主动权益,0.002558814826816426,1796348500.871812,2021-07-29,1.0,0.10069142682373881,1.0,0.5296956650817584
100284.OF,基金284,被动指数,0.0004955641869244809,2185939210.3205595,2021-01-11,1.0,0.11350228820673948,0.9516397240954685,0.5291155460341839
100149.OF,基金149,行业ETF,0.007056128236409104,1932834672.5363004,2021-05-03,1.0,0.14892725666025847,0.8414430559067263,0.5274112569414684
100035.OF,基金35,债券,0.0017004331461504295,8505086224.788123,2020-02-11,1.0,0.10935970587952422,0.9457061975181583,0.527038444886443
100235.OF,基金235,主动权益,0.006971531747708044,1590670486.184421,2020-01-05,1.0,0.09858293354290405,0.9711527096671637,0.525295844680046
100255.OF,基金255,主动权益,0.005471899188328435,1416058100.9370892,2022-12-26,1.0,0.13107584269934347,0.8665054728293935,0.5248789202550768
100125.OF,基金125,主动权益,0.0029596491112708345,717808873.825165,2021-05-22,1.0,0.08301241065086319,1.0,0.5243117933730048
100107.OF,基金107,主动权益,0.005883120781857252,754626801.5776495,2022-10-28,1.0,0.13689136512090966,0.8438742487091905,0.5242782102508206
100012.OF,基金12,债券,0.0020669502163742754,559321629.14828,2020-03-23,1.0,0.1328451136824788,0.8408385271673966,0.5235239967782085
100185.OF,基金185,主动权益,0.004074619288445259,2602440297.106158,2019-02-21,1.0,0.11701381979477159,0.8896339871550123,0.5232526207962437
100050.OF,基金50,主动权益,0.0008273309648614724,1580030563.700061,2022-12-27,1.0,0.10430167301649045,0.9173787633584616,0.522862912047821
100183.OF,基金183,主动权益,0.001758852319669848,2104972918.7003117,2017-10-25,1.0,0.08612603023371594,0.9685247936887854,0.5223385179750594
100001.OF,基金1,主动权益,0.0020315426250458375,1463735606.0967946,2021-12-21,1.0,0.1460787355795164,0.7733746523864878,0.5207547773874945
100175.OF,基金175,被动指数,0.0015737438181397112,1892796837.170069,2023-09-16,1.0,0.10895500547767319,0.8828925574857177,0.5206610086282457
100004.OF,基金4,被动指数,0.0004634922543307296,1483576833.299234,2017-10-18,1.0,0.10632178415548847,0.8819561884368952,0.5199994556394699
100077.OF,基金77,被动指数,0.007439631707115913,1045230031.4270372,2019-01-03,1.0,0.08307826435940115,0.9655268655739631,0.5199882395237935
100065.OF,基金65,被动指数,0.0031136541860911264,888809630.8307194,2023-08-25,1.0,0.07520900651414923,0.9784406734343009,0.5197840384604566
100264.OF,基金264,主动权益,0.003087174143328359,156616038.99385786,2019-04-04,1.0,0.07993535286755528,0.9626922446492983,0.5196323954965307
100150.OF,基金150,被动指数,0.00011992417357947927,1138434242.1368976,2021-01-27,1.0,0.12627740578229502,0.8158646398062932,0.5194457008806019
100126.OF,基金126,被动指数,0.004338025898004396,1180908216.9566321,2018-11-22,1.0,0.06249075551239558,1.0,0.5178796214741178
100092.OF,基金92,被动指数,0.006444298767530188,288488242.6139101,2022-05-21,1.0,0.06054825294485436,1.0,0.5168756161299504
100253.OF,基金253,主动权益,0.00033223671557223224,2473517274.1545806,2018-10-01,1.0,0.056417737175872645,1.0,0.5168588738096473
100051.OF,基金51,债券,0.005649500655611444,1532199360.4648523,2019-11-15,1.0,0.13396672747683058,0.7546278490795705,0.5145229030198839
100140.OF,基金140,债券,0.0006133205405415871,862381571.4714226,2023-07-26,1.0,0.04765451550967757,1.0,0.514173690544795
100085.OF,基金85,主动权益,0.003260665788591699,965011200.6041263,2018-03-19,1.0,0.07754366138383974,0.9107468991070459,0.5136856551681381
100163.OF,基金163,主动权益,0.00469382989667927,636052192.1865422,2021-12-27,1.0,0.045527293347729314,1.0,0.512719422024983
100295.OF,基金295,主动权益,0.006993048427906834,347965979.27803844,2020-07-08,1.0,0.0659814156908978,0.9367048076678769,0.5120662957884756
100168.OF,基金168,行业ETF,0.009535827868825595,1296709377.7391667,2017-05-06,1.0,0.06530569577501873,0.9341218135940176,0.5110967245181423
100013.OF,基金13,主动权益,0.003909678228476456,1118875686.198457,2019-11-11,1.0,0.0385091483369958,1.0,0.5107708088554035
100262.OF,基金262,行业ETF,0.005459616457551667,1701334005.3601618,2020-11-07,1.0,0.07398941977586097,0.8945775025144924,0.5105626528926972
100178.OF,基金178,行业ETF,0.006003705478570349,12412422052.534952,2023-01-09,1.0,0.04437742981199726,0.982640426670006,0.5103765305148857
100103.OF,基金103,主动权益,0.004911323878205708,2306544702.935586,2018-08-19,1.0,0.038597879681282685,0.9880778476206794,0.5094048838908116
100124.OF,基金124,主动权益,0.0029729081355007714,343287291.2510721,2023-03-27,1.0,0.07235585710238115,0.8829003895536526,0.5094022144589795
100216.OF,基金216,主动权益,0.00818714463440959,1143797747.2908378,2019-05-31,1.0,0.03701339952220205,0.984695319672092,0.5079361228969879
100263.OF,基金263,被动指数,0.0036202109933929348,4983988596.882873,2020-11-25,1.0,0.09860742327300308,0.7901962251008013,0.5078778072933025
100268.OF,基金268,被动指数,5.169985834133084e-06,1982714351.1314716,2021-08-15,1.0,0.02601859316164412,1.0,0.5078045439513265
100131.OF,基金131,被动指数,0.0025013854317597396,4412854290.200051,2021-06-04,1.0,0.08597067249431216,0.8227168153722506,0.5075626061991667
100072.OF,基金72,债券,0.0004984255819521127,1410530991.4962158,2018-05-01,1.0,0.02482360510599306,1.0,0.5073473964154075
100269.OF,基金269,主动权益,0.00022681224491513885,2354242421.7670693,2023-08-16,1.0,0.032117798818026386,0.9695357244560967,0.5065435496420346
100198.OF,基金198,行业ETF,0.005830993272481665,17453106891.381172,2022-08-01,1.0,0.11678869973476906,0.7197246302639567,0.5058428742923301
100256.OF,基金256,债券,0.0032631517004173298,1852925836.6044755,2017-06-24,1.0,0.0254672777520613,0.9778779064530075,0.5047753436308358
100217.OF,基金217,被动指数,0.00908222334194924,418735358.81262374,2022-04-16,1.0,0.14983231911790512,0.6071818944705256,0.5038514405140343
100137.OF,基金137,主动权益,0.003299379280361236,1487661115.0248904,2019-07-13,1.0,0.14699436592794618,0.6003258526085459,0.5034710191831662
100184.OF,基金184,主动权益,0.008677949708207178,3758326040.6901813,2021-07-29,1.0,0.04462403385301872,0.9023491169821999,0.5018865319124842
